train: n=512 dim=52 alpha_eff=3.91e-04 lam=0.7 eps 0.15->0.02
start eval: 97.5% vs random
  [A-vs-random] game 38725/40000 (total 38725)
  [A-vs-random] game 38750/40000 (total 38750)
  [A-vs-random] game 38775/40000 (total 38775)
  [A-vs-random] game 38800/40000 (total 38800)
  [A-vs-random] game 38825/40000 (total 38825)
  [A-vs-random] game 38850/40000 (total 38850)
  [A-vs-random] game 38875/40000 (total 38875)
  [A-vs-random] game 38900/40000 (total 38900)
  [A-vs-random] game 38925/40000 (total 38925)
  [A-vs-random] game 38950/40000 (total 38950)
  [A-vs-random] game 38975/40000 (total 38975)
  [A-vs-random] game 39000/40000 (total 39000)
  [A-vs-random] game 39025/40000 (total 39025)
  [A-vs-random] game 39050/40000 (total 39050)
  [A-vs-random] game 39075/40000 (total 39075)
  [A-vs-random] game 39100/40000 (total 39100)
  [A-vs-random] game 39125/40000 (total 39125)
  [A-vs-random] game 39150/40000 (total 39150)
  [A-vs-random] game 39175/40000 (total 39175)
  [A-vs-random] game 39200/40000 (total 39200)
  [A-vs-random] game 39225/40000 (total 39225)
  [A-vs-random] game 39250/40000 (total 39250)
  [A-vs-random] game 39275/40000 (total 39275)
  [A-vs-random] game 39300/40000 (total 39300)
  [A-vs-random] game 39325/40000 (total 39325)
  [A-vs-random] game 39350/40000 (total 39350)
  [A-vs-random] game 39375/40000 (total 39375)
  [A-vs-random] game 39400/40000 (total 39400)
  [A-vs-random] game 39425/40000 (total 39425)
  [A-vs-random] game 39450/40000 (total 39450)
  [A-vs-random] game 39475/40000 (total 39475)
  [A-vs-random] game 39500/40000 (total 39500)
  [A-vs-random] game 39525/40000 (total 39525)
  [A-vs-random] game 39550/40000 (total 39550)
  [A-vs-random] game 39575/40000 (total 39575)
  [A-vs-random] game 39600/40000 (total 39600)
  [A-vs-random] game 39625/40000 (total 39625)
  [A-vs-random] game 39650/40000 (total 39650)
  [A-vs-random] game 39675/40000 (total 39675)
  [A-vs-random] game 39700/40000 (total 39700)
  [A-vs-random] game 39725/40000 (total 39725)
  [A-vs-random] game 39750/40000 (total 39750)
  [A-vs-random] game 39775/40000 (total 39775)
  [A-vs-random] game 39800/40000 (total 39800)
  [A-vs-random] game 39825/40000 (total 39825)
  [A-vs-random] game 39850/40000 (total 39850)
  [A-vs-random] game 39875/40000 (total 39875)
  [A-vs-random] game 39900/40000 (total 39900)
  [A-vs-random] game 39925/40000 (total 39925)
  [A-vs-random] game 39950/40000 (total 39950)
  [A-vs-random] game 39975/40000 (total 39975)
  [A-vs-random] game 40000/40000 (total 40000)
  eval@40000: 95.0% vs random
  [B-vs-greedy] game 25/30000 (total 40025)
  [B-vs-greedy] game 50/30000 (total 40050)
  [B-vs-greedy] game 75/30000 (total 40075)
  [B-vs-greedy] game 100/30000 (total 40100)
  [B-vs-greedy] game 125/30000 (total 40125)
  [B-vs-greedy] game 150/30000 (total 40150)
  [B-vs-greedy] game 175/30000 (total 40175)
  [B-vs-greedy] game 200/30000 (total 40200)
  [B-vs-greedy] game 225/30000 (total 40225)
  [B-vs-greedy] game 250/30000 (total 40250)
  [B-vs-greedy] game 275/30000 (total 40275)
  [B-vs-greedy] game 300/30000 (total 40300)
  [B-vs-greedy] game 325/30000 (total 40325)
  [B-vs-greedy] game 350/30000 (total 40350)
  [B-vs-greedy] game 375/30000 (total 40375)
  [B-vs-greedy] game 400/30000 (total 40400)
  [B-vs-greedy] game 425/30000 (total 40425)
  [B-vs-greedy] game 450/30000 (total 40450)
  [B-vs-greedy] game 475/30000 (total 40475)
  [B-vs-greedy] game 500/30000 (total 40500)
  [B-vs-greedy] game 525/30000 (total 40525)
  [B-vs-greedy] game 550/30000 (total 40550)
  [B-vs-greedy] game 575/30000 (total 40575)
  [B-vs-greedy] game 600/30000 (total 40600)
  [B-vs-greedy] game 625/30000 (total 40625)
  [B-vs-greedy] game 650/30000 (total 40650)
  [B-vs-greedy] game 675/30000 (total 40675)
  [B-vs-greedy] game 700/30000 (total 40700)
  [B-vs-greedy] game 725/30000 (total 40725)
  [B-vs-greedy] game 750/30000 (total 40750)
  [B-vs-greedy] game 775/30000 (total 40775)
  [B-vs-greedy] game 800/30000 (total 40800)
  [B-vs-greedy] game 825/30000 (total 40825)
  [B-vs-greedy] game 850/30000 (total 40850)
  [B-vs-greedy] game 875/30000 (total 40875)
  [B-vs-greedy] game 900/30000 (total 40900)
  [B-vs-greedy] game 925/30000 (total 40925)
  [B-vs-greedy] game 950/30000 (total 40950)
  [B-vs-greedy] game 975/30000 (total 40975)
  [B-vs-greedy] game 1000/30000 (total 41000)
  [B-vs-greedy] game 1025/30000 (total 41025)
  [B-vs-greedy] game 1050/30000 (total 41050)
  [B-vs-greedy] game 1075/30000 (total 41075)
  [B-vs-greedy] game 1100/30000 (total 41100)
  [B-vs-greedy] game 1125/30000 (total 41125)
  [B-vs-greedy] game 1150/30000 (total 41150)
  [B-vs-greedy] game 1175/30000 (total 41175)
  [B-vs-greedy] game 1200/30000 (total 41200)
  [B-vs-greedy] game 1225/30000 (total 41225)
  [B-vs-greedy] game 1250/30000 (total 41250)
  [B-vs-greedy] game 1275/30000 (total 41275)
  [B-vs-greedy] game 1300/30000 (total 41300)
  [B-vs-greedy] game 1325/30000 (total 41325)
  [B-vs-greedy] game 1350/30000 (total 41350)
  [B-vs-greedy] game 1375/30000 (total 41375)
  [B-vs-greedy] game 1400/30000 (total 41400)
  [B-vs-greedy] game 1425/30000 (total 41425)
  [B-vs-greedy] game 1450/30000 (total 41450)
  [B-vs-greedy] game 1475/30000 (total 41475)
  [B-vs-greedy] game 1500/30000 (total 41500)
  [B-vs-greedy] game 1525/30000 (total 41525)
  [B-vs-greedy] game 1550/30000 (total 41550)
  [B-vs-greedy] game 1575/30000 (total 41575)
  [B-vs-greedy] game 1600/30000 (total 41600)
  [B-vs-greedy] game 1625/30000 (total 41625)
  [B-vs-greedy] game 1650/30000 (total 41650)
  [B-vs-greedy] game 1675/30000 (total 41675)
  [B-vs-greedy] game 1700/30000 (total 41700)
  [B-vs-greedy] game 1725/30000 (total 41725)
  [B-vs-greedy] game 1750/30000 (total 41750)
  [B-vs-greedy] game 1775/30000 (total 41775)
  [B-vs-greedy] game 1800/30000 (total 41800)
  [B-vs-greedy] game 1825/30000 (total 41825)
  [B-vs-greedy] game 1850/30000 (total 41850)
  [B-vs-greedy] game 1875/30000 (total 41875)
  [B-vs-greedy] game 1900/30000 (total 41900)
  [B-vs-greedy] game 1925/30000 (total 41925)
  [B-vs-greedy] game 1950/30000 (total 41950)
  [B-vs-greedy] game 1975/30000 (total 41975)
  [B-vs-greedy] game 2000/30000 (total 42000)
  eval@42000: 100.0% vs random
  [B-vs-greedy] game 2025/30000 (total 42025)
  [B-vs-greedy] game 2050/30000 (total 42050)
  [B-vs-greedy] game 2075/30000 (total 42075)
  [B-vs-greedy] game 2100/30000 (total 42100)
  [B-vs-greedy] game 2125/30000 (total 42125)
  [B-vs-greedy] game 2150/30000 (total 42150)
  [B-vs-greedy] game 2175/30000 (total 42175)
  [B-vs-greedy] game 2200/30000 (total 42200)
  [B-vs-greedy] game 2225/30000 (total 42225)
  [B-vs-greedy] game 2250/30000 (total 42250)
  [B-vs-greedy] game 2275/30000 (total 42275)
  [B-vs-greedy] game 2300/30000 (total 42300)
  [B-vs-greedy] game 2325/30000 (total 42325)
  [B-vs-greedy] game 2350/30000 (total 42350)
  [B-vs-greedy] game 2375/30000 (total 42375)
  [B-vs-greedy] game 2400/30000 (total 42400)
  [B-vs-greedy] game 2425/30000 (total 42425)
  [B-vs-greedy] game 2450/30000 (total 42450)
  [B-vs-greedy] game 2475/30000 (total 42475)
  [B-vs-greedy] game 2500/30000 (total 42500)
  [B-vs-greedy] game 2525/30000 (total 42525)
  [B-vs-greedy] game 2550/30000 (total 42550)
  [B-vs-greedy] game 2575/30000 (total 42575)
  [B-vs-greedy] game 2600/30000 (total 42600)
  [B-vs-greedy] game 2625/30000 (total 42625)
  [B-vs-greedy] game 2650/30000 (total 42650)
  [B-vs-greedy] game 2675/30000 (total 42675)
  [B-vs-greedy] game 2700/30000 (total 42700)
  [B-vs-greedy] game 2725/30000 (total 42725)
  [B-vs-greedy] game 2750/30000 (total 42750)
  [B-vs-greedy] game 2775/30000 (total 42775)
  [B-vs-greedy] game 2800/30000 (total 42800)
  [B-vs-greedy] game 2825/30000 (total 42825)
  [B-vs-greedy] game 2850/30000 (total 42850)
  [B-vs-greedy] game 2875/30000 (total 42875)
  [B-vs-greedy] game 2900/30000 (total 42900)
  [B-vs-greedy] game 2925/30000 (total 42925)
  [B-vs-greedy] game 2950/30000 (total 42950)
  [B-vs-greedy] game 2975/30000 (total 42975)
  [B-vs-greedy] game 3000/30000 (total 43000)
  [B-vs-greedy] game 3025/30000 (total 43025)
  [B-vs-greedy] game 3050/30000 (total 43050)
  [B-vs-greedy] game 3075/30000 (total 43075)
  [B-vs-greedy] game 3100/30000 (total 43100)
  [B-vs-greedy] game 3125/30000 (total 43125)
  [B-vs-greedy] game 3150/30000 (total 43150)
  [B-vs-greedy] game 3175/30000 (total 43175)
  [B-vs-greedy] game 3200/30000 (total 43200)
  [B-vs-greedy] game 3225/30000 (total 43225)
  [B-vs-greedy] game 3250/30000 (total 43250)
  [B-vs-greedy] game 3275/30000 (total 43275)
  [B-vs-greedy] game 3300/30000 (total 43300)
  [B-vs-greedy] game 3325/30000 (total 43325)
  [B-vs-greedy] game 3350/30000 (total 43350)
  [B-vs-greedy] game 3375/30000 (total 43375)
  [B-vs-greedy] game 3400/30000 (total 43400)
  [B-vs-greedy] game 3425/30000 (total 43425)
  [B-vs-greedy] game 3450/30000 (total 43450)
  [B-vs-greedy] game 3475/30000 (total 43475)
  [B-vs-greedy] game 3500/30000 (total 43500)
  [B-vs-greedy] game 3525/30000 (total 43525)
  [B-vs-greedy] game 3550/30000 (total 43550)
  [B-vs-greedy] game 3575/30000 (total 43575)
  [B-vs-greedy] game 3600/30000 (total 43600)
  [B-vs-greedy] game 3625/30000 (total 43625)
  [B-vs-greedy] game 3650/30000 (total 43650)
  [B-vs-greedy] game 3675/30000 (total 43675)
  [B-vs-greedy] game 3700/30000 (total 43700)
  [B-vs-greedy] game 3725/30000 (total 43725)
  [B-vs-greedy] game 3750/30000 (total 43750)
  [B-vs-greedy] game 3775/30000 (total 43775)
  [B-vs-greedy] game 3800/30000 (total 43800)
  [B-vs-greedy] game 3825/30000 (total 43825)
  [B-vs-greedy] game 3850/30000 (total 43850)
  [B-vs-greedy] game 3875/30000 (total 43875)
  [B-vs-greedy] game 3900/30000 (total 43900)
  [B-vs-greedy] game 3925/30000 (total 43925)
  [B-vs-greedy] game 3950/30000 (total 43950)
  [B-vs-greedy] game 3975/30000 (total 43975)
  [B-vs-greedy] game 4000/30000 (total 44000)
  eval@44000: 100.0% vs random
  [B-vs-greedy] game 4025/30000 (total 44025)
  [B-vs-greedy] game 4050/30000 (total 44050)
  [B-vs-greedy] game 4075/30000 (total 44075)
  [B-vs-greedy] game 4100/30000 (total 44100)
  [B-vs-greedy] game 4125/30000 (total 44125)
  [B-vs-greedy] game 4150/30000 (total 44150)
  [B-vs-greedy] game 4175/30000 (total 44175)
  [B-vs-greedy] game 4200/30000 (total 44200)
  [B-vs-greedy] game 4225/30000 (total 44225)
  [B-vs-greedy] game 4250/30000 (total 44250)
  [B-vs-greedy] game 4275/30000 (total 44275)
  [B-vs-greedy] game 4300/30000 (total 44300)
  [B-vs-greedy] game 4325/30000 (total 44325)
  [B-vs-greedy] game 4350/30000 (total 44350)
  [B-vs-greedy] game 4375/30000 (total 44375)
  [B-vs-greedy] game 4400/30000 (total 44400)
  [B-vs-greedy] game 4425/30000 (total 44425)
  [B-vs-greedy] game 4450/30000 (total 44450)
  [B-vs-greedy] game 4475/30000 (total 44475)
  [B-vs-greedy] game 4500/30000 (total 44500)
  [B-vs-greedy] game 4525/30000 (total 44525)
  [B-vs-greedy] game 4550/30000 (total 44550)
  [B-vs-greedy] game 4575/30000 (total 44575)
  [B-vs-greedy] game 4600/30000 (total 44600)
  [B-vs-greedy] game 4625/30000 (total 44625)
  [B-vs-greedy] game 4650/30000 (total 44650)
  [B-vs-greedy] game 4675/30000 (total 44675)
  [B-vs-greedy] game 4700/30000 (total 44700)
  [B-vs-greedy] game 4725/30000 (total 44725)
  [B-vs-greedy] game 4750/30000 (total 44750)
  [B-vs-greedy] game 4775/30000 (total 44775)
  [B-vs-greedy] game 4800/30000 (total 44800)
  [B-vs-greedy] game 4825/30000 (total 44825)
  [B-vs-greedy] game 4850/30000 (total 44850)
  [B-vs-greedy] game 4875/30000 (total 44875)
  [B-vs-greedy] game 4900/30000 (total 44900)
  [B-vs-greedy] game 4925/30000 (total 44925)
  [B-vs-greedy] game 4950/30000 (total 44950)
  [B-vs-greedy] game 4975/30000 (total 44975)
  [B-vs-greedy] game 5000/30000 (total 45000)
  [B-vs-greedy] game 5025/30000 (total 45025)
  [B-vs-greedy] game 5050/30000 (total 45050)
  [B-vs-greedy] game 5075/30000 (total 45075)
  [B-vs-greedy] game 5100/30000 (total 45100)
  [B-vs-greedy] game 5125/30000 (total 45125)
  [B-vs-greedy] game 5150/30000 (total 45150)
  [B-vs-greedy] game 5175/30000 (total 45175)
  [B-vs-greedy] game 5200/30000 (total 45200)
  [B-vs-greedy] game 5225/30000 (total 45225)
  [B-vs-greedy] game 5250/30000 (total 45250)
  [B-vs-greedy] game 5275/30000 (total 45275)
  [B-vs-greedy] game 5300/30000 (total 45300)
  [B-vs-greedy] game 5325/30000 (total 45325)
  [B-vs-greedy] game 5350/30000 (total 45350)
  [B-vs-greedy] game 5375/30000 (total 45375)
  [B-vs-greedy] game 5400/30000 (total 45400)
  [B-vs-greedy] game 5425/30000 (total 45425)
  [B-vs-greedy] game 5450/30000 (total 45450)
  [B-vs-greedy] game 5475/30000 (total 45475)
  [B-vs-greedy] game 5500/30000 (total 45500)
  [B-vs-greedy] game 5525/30000 (total 45525)
  [B-vs-greedy] game 5550/30000 (total 45550)
  [B-vs-greedy] game 5575/30000 (total 45575)
  [B-vs-greedy] game 5600/30000 (total 45600)
  [B-vs-greedy] game 5625/30000 (total 45625)
  [B-vs-greedy] game 5650/30000 (total 45650)
  [B-vs-greedy] game 5675/30000 (total 45675)
  [B-vs-greedy] game 5700/30000 (total 45700)
  [B-vs-greedy] game 5725/30000 (total 45725)
  [B-vs-greedy] game 5750/30000 (total 45750)
  [B-vs-greedy] game 5775/30000 (total 45775)
  [B-vs-greedy] game 5800/30000 (total 45800)
  [B-vs-greedy] game 5825/30000 (total 45825)
  [B-vs-greedy] game 5850/30000 (total 45850)
  [B-vs-greedy] game 5875/30000 (total 45875)
  [B-vs-greedy] game 5900/30000 (total 45900)
  [B-vs-greedy] game 5925/30000 (total 45925)
  [B-vs-greedy] game 5950/30000 (total 45950)
  [B-vs-greedy] game 5975/30000 (total 45975)
  [B-vs-greedy] game 6000/30000 (total 46000)
  eval@46000: 100.0% vs random
  [B-vs-greedy] game 6025/30000 (total 46025)
  [B-vs-greedy] game 6050/30000 (total 46050)
  [B-vs-greedy] game 6075/30000 (total 46075)
  [B-vs-greedy] game 6100/30000 (total 46100)
  [B-vs-greedy] game 6125/30000 (total 46125)
  [B-vs-greedy] game 6150/30000 (total 46150)
  [B-vs-greedy] game 6175/30000 (total 46175)
  [B-vs-greedy] game 6200/30000 (total 46200)
  [B-vs-greedy] game 6225/30000 (total 46225)
  [B-vs-greedy] game 6250/30000 (total 46250)
  [B-vs-greedy] game 6275/30000 (total 46275)
  [B-vs-greedy] game 6300/30000 (total 46300)
  [B-vs-greedy] game 6325/30000 (total 46325)
  [B-vs-greedy] game 6350/30000 (total 46350)
  [B-vs-greedy] game 6375/30000 (total 46375)
  [B-vs-greedy] game 6400/30000 (total 46400)
  [B-vs-greedy] game 6425/30000 (total 46425)
  [B-vs-greedy] game 6450/30000 (total 46450)
  [B-vs-greedy] game 6475/30000 (total 46475)
  [B-vs-greedy] game 6500/30000 (total 46500)
  [B-vs-greedy] game 6525/30000 (total 46525)
  [B-vs-greedy] game 6550/30000 (total 46550)
  [B-vs-greedy] game 6575/30000 (total 46575)
  [B-vs-greedy] game 6600/30000 (total 46600)
  [B-vs-greedy] game 6625/30000 (total 46625)
  [B-vs-greedy] game 6650/30000 (total 46650)
  [B-vs-greedy] game 6675/30000 (total 46675)
  [B-vs-greedy] game 6700/30000 (total 46700)
  [B-vs-greedy] game 6725/30000 (total 46725)
  [B-vs-greedy] game 6750/30000 (total 46750)
  [B-vs-greedy] game 6775/30000 (total 46775)
  [B-vs-greedy] game 6800/30000 (total 46800)
  [B-vs-greedy] game 6825/30000 (total 46825)
  [B-vs-greedy] game 6850/30000 (total 46850)
  [B-vs-greedy] game 6875/30000 (total 46875)
  [B-vs-greedy] game 6900/30000 (total 46900)
  [B-vs-greedy] game 6925/30000 (total 46925)
  [B-vs-greedy] game 6950/30000 (total 46950)
  [B-vs-greedy] game 6975/30000 (total 46975)
  [B-vs-greedy] game 7000/30000 (total 47000)
  [B-vs-greedy] game 7025/30000 (total 47025)
  [B-vs-greedy] game 7050/30000 (total 47050)
  [B-vs-greedy] game 7075/30000 (total 47075)
  [B-vs-greedy] game 7100/30000 (total 47100)
  [B-vs-greedy] game 7125/30000 (total 47125)
  [B-vs-greedy] game 7150/30000 (total 47150)
  [B-vs-greedy] game 7175/30000 (total 47175)
  [B-vs-greedy] game 7200/30000 (total 47200)
  [B-vs-greedy] game 7225/30000 (total 47225)
  [B-vs-greedy] game 7250/30000 (total 47250)
  [B-vs-greedy] game 7275/30000 (total 47275)
  [B-vs-greedy] game 7300/30000 (total 47300)
  [B-vs-greedy] game 7325/30000 (total 47325)
  [B-vs-greedy] game 7350/30000 (total 47350)
  [B-vs-greedy] game 7375/30000 (total 47375)
  [B-vs-greedy] game 7400/30000 (total 47400)
  [B-vs-greedy] game 7425/30000 (total 47425)
  [B-vs-greedy] game 7450/30000 (total 47450)
  [B-vs-greedy] game 7475/30000 (total 47475)
  [B-vs-greedy] game 7500/30000 (total 47500)
  [B-vs-greedy] game 7525/30000 (total 47525)
  [B-vs-greedy] game 7550/30000 (total 47550)
  [B-vs-greedy] game 7575/30000 (total 47575)
  [B-vs-greedy] game 7600/30000 (total 47600)
  [B-vs-greedy] game 7625/30000 (total 47625)
  [B-vs-greedy] game 7650/30000 (total 47650)
  [B-vs-greedy] game 7675/30000 (total 47675)
  [B-vs-greedy] game 7700/30000 (total 47700)
  [B-vs-greedy] game 7725/30000 (total 47725)
  [B-vs-greedy] game 7750/30000 (total 47750)
  [B-vs-greedy] game 7775/30000 (total 47775)
  [B-vs-greedy] game 7800/30000 (total 47800)
  [B-vs-greedy] game 7825/30000 (total 47825)
  [B-vs-greedy] game 7850/30000 (total 47850)
  [B-vs-greedy] game 7875/30000 (total 47875)
  [B-vs-greedy] game 7900/30000 (total 47900)
  [B-vs-greedy] game 7925/30000 (total 47925)
  [B-vs-greedy] game 7950/30000 (total 47950)
  [B-vs-greedy] game 7975/30000 (total 47975)
  [B-vs-greedy] game 8000/30000 (total 48000)
  eval@48000: 97.5% vs random
  [B-vs-greedy] game 8025/30000 (total 48025)
  [B-vs-greedy] game 8050/30000 (total 48050)
  [B-vs-greedy] game 8075/30000 (total 48075)
  [B-vs-greedy] game 8100/30000 (total 48100)
  [B-vs-greedy] game 8125/30000 (total 48125)
  [B-vs-greedy] game 8150/30000 (total 48150)
  [B-vs-greedy] game 8175/30000 (total 48175)
  [B-vs-greedy] game 8200/30000 (total 48200)
  [B-vs-greedy] game 8225/30000 (total 48225)
  [B-vs-greedy] game 8250/30000 (total 48250)
